buggyCode,originalCorrectCode,generatedCorrection,correctionNumber
"#include <stdio.h>
#include <stdlib.h>
int main() {
    int ti;
    float tax;
    scanf(""%d"",&ti)
    if(ti<=200000)
    {tax=0;
    printf(""%d"",tax);}
    else if(ti>200000&&ti<=500000)
    {tax=0.1*(ti-200000);
    printf(""%d"",tax);}
	else if(ti>500000&&ti<=1000000)
	{tax=30000+0.2*(ti-500000);
	printf(""%d"",tax);}
	else if(ti>1000000)
	{tax=130000+0.3(ti-1000000);
	    printf(""%d"",tax);
	}// Fill this area with your code.
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() {
    int ti;
    float tax;
    scanf(""%d"",&ti);
    if(ti<=200000)
    {tax=0;
    printf(""%f"",tax);}
    else if((ti>200000)&&(ti<=500000))
    {tax=0.1*(ti-200000);
    printf(""%f"",tax);}
	else if((ti>500000)&&(ti<=1000000))
	{tax=30000+0.2*(ti-500000);
	printf(""%f"",tax);}
	else if(ti>1000000)
	{tax=130000+0.3*(ti-1000000);
	    printf(""%f"",tax);}// Fill this area with your code.
	return 0;
}","


#include <stdio.h>
#include <stdlib.h>
int main() {
    int ti;
    float tax;
    scanf(""%d"",&ti)
    if(ti<=200000)
    {tax=0;
    printf(""%d"",tax);}
    else if(ti>200000&&ti<=500000)
    {tax=0.1*(ti-200000);
    printf(""%d"",tax);}
	else if(ti>500000&&ti<=1000000)
	{tax=30000+0.2*(ti-500000);
	printf(""%d"",tax);}
	else if(ti>1000000)
	{tax=130000+0.3(ti-1000000);
	    printf(""%d"",tax);
	}// Fill this area with your code.
	return 0;
}
Solve the error below",10
"#include <stdio.h>
int main(){
    int n;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}","#include <stdio.h>
int main(){
    int n,m,i;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}","
#include <stdio.h>
int main(){
    int n;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}
Solve the error above line by",1
"#include <stdio.h>
int main(){
    int n;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}","#include <stdio.h>
int main(){
    int n,m,i;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}","

#include <stdio.h>
int main(){
    int n;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}
Solve the error above line",2
"#include <stdio.h>
int main(){
    int n;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}","#include <stdio.h>
int main(){
    int n,m,i;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}","
#include <stdio.h>
int main(){
    int n;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==a[i])
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}
Solve the error above",3
"#include <stdio.h>
int main(){
    int n;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}","#include <stdio.h>
int main(){
    int n,m,i;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}","

#include <stdio.h>
int main(){
    int n;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==a[i])
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}
Solve the error",4
"#include <stdio.h>
int main(){
    int n;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}","#include <stdio.h>
int main(){
    int n,m,i;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}","
#include <stdio.h>
int main(){
    int n;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}
#include <stdio.h>",5
"#include <stdio.h>
int main(){
    int n;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}","#include <stdio.h>
int main(){
    int n,m,i;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}","


#include <stdio.h>
int main(){
    int n;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}
Solve the error above",6
"#include <stdio.h>
int main(){
    int n;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}","#include <stdio.h>
int main(){
    int n,m,i;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}","
#include <stdio.h>
int main(){
    int n;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==a[i])
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",b[c[h]]);
    }
    printf(""end"");  
    return 0;
}
Solve the error above",7
"#include <stdio.h>
int main(){
    int n;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}","#include <stdio.h>
int main(){
    int n,m,i;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}","

#include <stdio.h>
int main(){
    int n;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==a[i])
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",b[c[h]]);
    }
    printf(""end"");  
    return 0;
}
Solve the error",8
"#include <stdio.h>
int main(){
    int n;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}","#include <stdio.h>
int main(){
    int n,m,i;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}","

#include <stdio.h>
int main(){
    int n;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[i]]);
    }
    printf(""end"");  
    return 0;
}
Solve the error above line",9
"#include <stdio.h>
int main(){
    int n;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}","#include <stdio.h>
int main(){
    int n,m,i;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==m)
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}","

#include <stdio.h>
int main(){
    int n;
    int a[120];
    int b[120];
    int c[120];
    int j,h=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&b[i]);
    }
    for(i=0;i<n;i++)
    {
        for(j=0;j<n;j++)
        {
            if(b[j]==a[i])
            {
                c[h]=j;
                h++;
                break;
            }
        }
    }
    for(i=0;i<n;i++)
    {
        printf(""%d"",a[c[h]]);
    }
    printf(""end"");  
    return 0;
}

#include <",10
"#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	{printf(""YES"");
	else
	{ for(i=1;i<n;i++)
	   {if(n%i==0)
	   {sum=sum+i;}
	   if (sum==n)
	printf(""YES"");
	   }
	}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n,i;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	printf(""YES"");
	else
	{for(i=1;i<n;i++)
	   {
	       if(n%i==0)
	       {sum=sum+i;}
	   }
	    if (sum==n)
	printf(""YES"");
	}
	return 0;
}","

#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	{printf(""YES"");
	else
	{ for(i=1;i<n;i++)
	   {if(n%i==0)
	   {sum=sum+i;}
	   if (sum==n)
	printf(""YES"");
",1
"#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	{printf(""YES"");
	else
	{ for(i=1;i<n;i++)
	   {if(n%i==0)
	   {sum=sum+i;}
	   if (sum==n)
	printf(""YES"");
	   }
	}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n,i;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	printf(""YES"");
	else
	{for(i=1;i<n;i++)
	   {
	       if(n%i==0)
	       {sum=sum+i;}
	   }
	    if (sum==n)
	printf(""YES"");
	}
	return 0;
}","

#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	{printf(""YES"");
	else
	{ for(i=1;i<n;i++)
	   {if(n%i==0)
	   {sum=sum+i;}
	   if (sum==n)
	printf(""YES"");
	   }
",2
"#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	{printf(""YES"");
	else
	{ for(i=1;i<n;i++)
	   {if(n%i==0)
	   {sum=sum+i;}
	   if (sum==n)
	printf(""YES"");
	   }
	}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n,i;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	printf(""YES"");
	else
	{for(i=1;i<n;i++)
	   {
	       if(n%i==0)
	       {sum=sum+i;}
	   }
	    if (sum==n)
	printf(""YES"");
	}
	return 0;
}","

#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	{printf(""YES"");
	else
	{ for(i=1;i<n;i++)
	   {if(n%i==0)
	   {sum=sum+i;}
	   if (sum==n)
	printf(""YES"");
	",3
"#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	{printf(""YES"");
	else
	{ for(i=1;i<n;i++)
	   {if(n%i==0)
	   {sum=sum+i;}
	   if (sum==n)
	printf(""YES"");
	   }
	}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n,i;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	printf(""YES"");
	else
	{for(i=1;i<n;i++)
	   {
	       if(n%i==0)
	       {sum=sum+i;}
	   }
	    if (sum==n)
	printf(""YES"");
	}
	return 0;
}","

#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	{printf(""YES"");
	else
	{ for(i=1;i<n;i++)
	   {if(n%i==0)
	   {sum=sum+i;}
	   if (sum==n)
	printf(""YES"");",4
"#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	{printf(""YES"");
	else
	{ for(i=1;i<n;i++)
	   {if(n%i==0)
	   {sum=sum+i;}
	   if (sum==n)
	printf(""YES"");
	   }
	}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n,i;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	printf(""YES"");
	else
	{for(i=1;i<n;i++)
	   {
	       if(n%i==0)
	       {sum=sum+i;}
	   }
	    if (sum==n)
	printf(""YES"");
	}
	return 0;
}","

#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	{printf(""YES"");
	else
	{ for(i=1;i<n;i++)
	   {if(n%i==0)
	   {sum=sum+i;}
	   if (sum==n)",5
"#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	{printf(""YES"");
	else
	{ for(i=1;i<n;i++)
	   {if(n%i==0)
	   {sum=sum+i;}
	   if (sum==n)
	printf(""YES"");
	   }
	}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n,i;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	printf(""YES"");
	else
	{for(i=1;i<n;i++)
	   {
	       if(n%i==0)
	       {sum=sum+i;}
	   }
	    if (sum==n)
	printf(""YES"");
	}
	return 0;
}","

#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	{printf(""YES"");
	else
	{ for(i=1;i<n;i++)
	   {if(n%i==0)
	   {sum",6
"#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	{printf(""YES"");
	else
	{ for(i=1;i<n;i++)
	   {if(n%i==0)
	   {sum=sum+i;}
	   if (sum==n)
	printf(""YES"");
	   }
	}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n,i;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	printf(""YES"");
	else
	{for(i=1;i<n;i++)
	   {
	       if(n%i==0)
	       {sum=sum+i;}
	   }
	    if (sum==n)
	printf(""YES"");
	}
	return 0;
}","

#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	{printf(""YES"");
	else
	{ for(i=1;i<n;i++)
	   {if(n%i==0)
	   {sum=sum",7
"#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	{printf(""YES"");
	else
	{ for(i=1;i<n;i++)
	   {if(n%i==0)
	   {sum=sum+i;}
	   if (sum==n)
	printf(""YES"");
	   }
	}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n,i;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	printf(""YES"");
	else
	{for(i=1;i<n;i++)
	   {
	       if(n%i==0)
	       {sum=sum+i;}
	   }
	    if (sum==n)
	printf(""YES"");
	}
	return 0;
}","

#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	{printf(""YES"");
	else
	{ for(i=1;i<n;i++)
	   {if(n%i==0)
	   {sum=",8
"#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	{printf(""YES"");
	else
	{ for(i=1;i<n;i++)
	   {if(n%i==0)
	   {sum=sum+i;}
	   if (sum==n)
	printf(""YES"");
	   }
	}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n,i;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	printf(""YES"");
	else
	{for(i=1;i<n;i++)
	   {
	       if(n%i==0)
	       {sum=sum+i;}
	   }
	    if (sum==n)
	printf(""YES"");
	}
	return 0;
}","
",9
"#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	{printf(""YES"");
	else
	{ for(i=1;i<n;i++)
	   {if(n%i==0)
	   {sum=sum+i;}
	   if (sum==n)
	printf(""YES"");
	   }
	}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() 
{
	int n,i;
	scanf(""%d"",&n);
	int sum=0;
	if (n==1)
	printf(""YES"");
	else
	{for(i=1;i<n;i++)
	   {
	       if(n%i==0)
	       {sum=sum+i;}
	   }
	    if (sum==n)
	printf(""YES"");
	}
	return 0;
}",,10
